Zip|IncomeRange|NumberOfReturns
12741|$100,000 under $200,000|20
12742|$50,000 under $75,000|20
12752|$100,000 under $200,000|20
12760|$100,000 under $200,000|20
12760|$75,000 under $100,000|20
12766|$100,000 under $200,000|20
12776|$200,000 or more|20
12787|$75,000 under $100,000|20
12789|$200,000 or more|20
12792|$75,000 under $100,000|20
12808|$75,000 under $100,000|20
12815|$200,000 or more|20
12822|$200,000 or more|20
12835|$200,000 or more|20
12843|$75,000 under $100,000|20
12844|$200,000 or more|20
12844|$25,000 under $50,000|20
12855|$75,000 under $100,000|20
12870|$200,000 or more|20
12886|$100,000 under $200,000|20
12903|$200,000 or more|20
12932|$200,000 or more|20
12942|$200,000 or more|20
12944|$200,000 or more|20
12952|$100,000 under $200,000|20
12952|$75,000 under $100,000|20
12965|$100,000 under $200,000|20
12969|$100,000 under $200,000|20
12969|$75,000 under $100,000|20
12970|$100,000 under $200,000|20
12987|$100,000 under $200,000|20
12996|$200,000 or more|20
13033|$200,000 or more|20
13034|$200,000 or more|20
13081|$200,000 or more|20
13122|$200,000 or more|20
13141|$75,000 under $100,000|20
13160|$200,000 or more|20
13205|$200,000 or more|20
13208|$200,000 or more|20
13320|$200,000 or more|20
13339|$200,000 or more|20
13406|$75,000 under $100,000|20
13417|$200,000 or more|20
13424|$200,000 or more|20
13431|$200,000 or more|20
13450|$50,000 under $75,000|20
13450|$75,000 under $100,000|20
13468|$75,000 under $100,000|20
13470|$100,000 under $200,000|20
13470|$75,000 under $100,000|20
13480|$200,000 or more|20
13488|$50,000 under $75,000|20
13488|$75,000 under $100,000|20
13622|$200,000 or more|20
13636|$50,000 under $75,000|20
13636|$75,000 under $100,000|20
13638|$75,000 under $100,000|20
13640|$200,000 or more|20
13659|$100,000 under $200,000|20
13664|$75,000 under $100,000|20
13670|$75,000 under $100,000|20
13693|$75,000 under $100,000|20
13694|$200,000 or more|20
13696|$25,000 under $50,000|20
13696|$50,000 under $75,000|20
13696|$75,000 under $100,000|20
13731|$200,000 or more|20
13733|$200,000 or more|20
13743|$200,000 or more|20
13746|$200,000 or more|20
13786|$100,000 under $200,000|20
13825|$200,000 or more|20
13832|$100,000 under $200,000|20
13838|$200,000 or more|20
13841|$75,000 under $100,000|20
13842|$75,000 under $100,000|20
13846|$100,000 under $200,000|20
13846|$75,000 under $100,000|20
14062|$200,000 or more|20
14098|$200,000 or more|20
14102|$200,000 or more|20
14111|$200,000 or more|20
14422|$200,000 or more|20
14441|$100,000 under $200,000|20
14475|$75,000 under $100,000|20
14555|$200,000 or more|20
14561|$200,000 or more|20
14585|$50,000 under $75,000|20
14605|$200,000 or more|20
14615|$200,000 or more|20
14714|$100,000 under $200,000|20
14714|$75,000 under $100,000|20
14717|$75,000 under $100,000|20
14738|$200,000 or more|20
14748|$100,000 under $200,000|20
14748|$75,000 under $100,000|20
14772|$200,000 or more|20
14801|$200,000 or more|20
14806|$200,000 or more|20
14807|$200,000 or more|20
14817|$200,000 or more|20
14820|$100,000 under $200,000|20
14821|$200,000 or more|20
14823|$200,000 or more|20
14853|$75,000 under $100,000|20
14855|$75,000 under $100,000|20
14865|$200,000 or more|20
14872|$100,000 under $200,000|20
14872|$75,000 under $100,000|20
14874|$75,000 under $100,000|20
14884|$100,000 under $200,000|20
14885|$100,000 under $200,000|20
14885|$75,000 under $100,000|20
10474|$200,000 or more|0
10975|$200,000 or more|0
10975|$75,000 under $100,000|0
10985|$200,000 or more|0
10985|$75,000 under $100,000|0
11239|$200,000 or more|0
12007|$200,000 or more|0
12007|$25,000 under $50,000|0
12007|$75,000 under $100,000|0
12008|$200,000 or more|0
12017|$200,000 or more|0
12017|$75,000 under $100,000|0
12022|$200,000 or more|0
12023|$200,000 or more|0
12028|$200,000 or more|0
12032|$200,000 or more|0
12035|$200,000 or more|0
12041|$200,000 or more|0
12042|$200,000 or more|0
12046|$200,000 or more|0
12052|$200,000 or more|0
12057|$200,000 or more|0
12058|$200,000 or more|0
12064|$100,000 under $200,000|0
12064|$200,000 or more|0
12068|$200,000 or more|0
12071|$100,000 under $200,000|0
12071|$200,000 or more|0
12072|$200,000 or more|0
12076|$200,000 or more|0
12085|$100,000 under $200,000|0
12085|$200,000 or more|0
12086|$200,000 or more|0
12087|$200,000 or more|0
12092|$200,000 or more|0
12093|$200,000 or more|0
12108|$200,000 or more|0
12116|$200,000 or more|0
12120|$200,000 or more|0
12130|$200,000 or more|0
12131|$100,000 under $200,000|0
12131|$200,000 or more|0
12131|$50,000 under $75,000|0
12139|$200,000 or more|0
12139|$25,000 under $50,000|0
12139|$75,000 under $100,000|0
12147|$200,000 or more|0
12149|$200,000 or more|0
12150|$200,000 or more|0
12155|$200,000 or more|0
12160|$200,000 or more|0
12164|$200,000 or more|0
12166|$200,000 or more|0
12167|$200,000 or more|0
12169|$200,000 or more|0
12175|$200,000 or more|0
12176|$200,000 or more|0
12176|$75,000 under $100,000|0
12183|$200,000 or more|0
12187|$200,000 or more|0
12190|$200,000 or more|0
12192|$200,000 or more|0
12197|$200,000 or more|0
12202|$200,000 or more|0
12207|$200,000 or more|0
12307|$100,000 under $200,000|0
12307|$200,000 or more|0
12405|$200,000 or more|0
12406|$200,000 or more|0
12407|$100,000 under $200,000|0
12407|$200,000 or more|0
12407|$50,000 under $75,000|0
12410|$200,000 or more|0
12410|$75,000 under $100,000|0
12411|$200,000 or more|0
12412|$200,000 or more|0
12413|$200,000 or more|0
12418|$200,000 or more|0
12418|$75,000 under $100,000|0
12419|$200,000 or more|0
12421|$200,000 or more|0
12421|$75,000 under $100,000|0
12422|$200,000 or more|0
12422|$75,000 under $100,000|0
12423|$200,000 or more|0
12424|$100,000 under $200,000|0
12424|$200,000 or more|0
12424|$50,000 under $75,000|0
12427|$100,000 under $200,000|0
12427|$200,000 or more|0
12430|$200,000 or more|0
12431|$200,000 or more|0
12433|$200,000 or more|0
12434|$200,000 or more|0
12435|$200,000 or more|0
12435|$75,000 under $100,000|0
12439|$200,000 or more|0
12439|$50,000 under $75,000|0
12442|$200,000 or more|0
12444|$200,000 or more|0
12444|$75,000 under $100,000|0
12448|$200,000 or more|0
12448|$75,000 under $100,000|0
12451|$200,000 or more|0
12454|$200,000 or more|0
12454|$75,000 under $100,000|0
12455|$200,000 or more|0
12456|$200,000 or more|0
12457|$200,000 or more|0
12458|$200,000 or more|0
12460|$200,000 or more|0
12460|$75,000 under $100,000|0
12465|$100,000 under $200,000|0
12465|$200,000 or more|0
12465|$50,000 under $75,000|0
12468|$200,000 or more|0
12469|$200,000 or more|0
12470|$200,000 or more|0
12472|$200,000 or more|0
12473|$200,000 or more|0
12480|$200,000 or more|0
12482|$200,000 or more|0
12485|$200,000 or more|0
12492|$200,000 or more|0
12492|$75,000 under $100,000|0
12494|$200,000 or more|0
12495|$200,000 or more|0
12495|$25,000 under $50,000|0
12515|$200,000 or more|0
12517|$200,000 or more|0
12517|$75,000 under $100,000|0
12543|$200,000 or more|0
12565|$200,000 or more|0
12719|$200,000 or more|0
12720|$200,000 or more|0
12720|$25,000 under $50,000|0
12720|$75,000 under $100,000|0
12725|$200,000 or more|0
12726|$200,000 or more|0
12729|$200,000 or more|0
12732|$200,000 or more|0
12733|$100,000 under $200,000|0
12733|$200,000 or more|0
12734|$200,000 or more|0
12738|$100,000 under $200,000|0
12738|$200,000 or more|0
12741|$200,000 or more|0
12741|$75,000 under $100,000|0
12742|$100,000 under $200,000|0
12742|$200,000 or more|0
12743|$200,000 or more|0
12743|$75,000 under $100,000|0
12746|$200,000 or more|0
12747|$200,000 or more|0
12751|$200,000 or more|0
12752|$200,000 or more|0
12752|$75,000 under $100,000|0
12759|$200,000 or more|0
12760|$200,000 or more|0
12762|$200,000 or more|0
12763|$200,000 or more|0
12765|$200,000 or more|0
12766|$200,000 or more|0
12766|$75,000 under $100,000|0
12768|$200,000 or more|0
12777|$200,000 or more|0
12783|$200,000 or more|0
12786|$200,000 or more|0
12787|$200,000 or more|0
12791|$200,000 or more|0
12792|$200,000 or more|0
12808|$200,000 or more|0
12810|$200,000 or more|0
12819|$100,000 under $200,000|0
12819|$200,000 or more|0
12819|$50,000 under $75,000|0
12821|$100,000 under $200,000|0
12821|$200,000 or more|0
12823|$200,000 or more|0
12823|$75,000 under $100,000|0
12836|$200,000 or more|0
12837|$200,000 or more|0
12838|$200,000 or more|0
12842|$200,000 or more|0
12843|$200,000 or more|0
12844|$75,000 under $100,000|0
12847|$200,000 or more|0
12849|$200,000 or more|0
12851|$100,000 under $200,000|0
12851|$200,000 or more|0
12851|$50,000 under $75,000|0
12852|$200,000 or more|0
12852|$75,000 under $100,000|0
12853|$200,000 or more|0
12855|$100,000 under $200,000|0
12855|$200,000 or more|0
12857|$200,000 or more|0
12860|$200,000 or more|0
12861|$200,000 or more|0
12863|$200,000 or more|0
12873|$200,000 or more|0
12878|$200,000 or more|0
12886|$200,000 or more|0
12886|$25,000 under $50,000|0
12886|$75,000 under $100,000|0
12887|$200,000 or more|0
12910|$200,000 or more|0
12912|$200,000 or more|0
12913|$200,000 or more|0
12914|$200,000 or more|0
12916|$200,000 or more|0
12917|$200,000 or more|0
12918|$200,000 or more|0
12920|$200,000 or more|0
12923|$100,000 under $200,000|0
12923|$200,000 or more|0
12926|$200,000 or more|0
12928|$200,000 or more|0
12930|$200,000 or more|0
12934|$200,000 or more|0
12935|$200,000 or more|0
12936|$200,000 or more|0
12937|$200,000 or more|0
12941|$200,000 or more|0
12943|$200,000 or more|0
12943|$75,000 under $100,000|0
12945|$200,000 or more|0
12950|$200,000 or more|0
12952|$200,000 or more|0
12955|$100,000 under $200,000|0
12955|$200,000 or more|0
12956|$200,000 or more|0
12957|$200,000 or more|0
12958|$200,000 or more|0
12959|$200,000 or more|0
12960|$200,000 or more|0
12961|$100,000 under $200,000|0
12961|$200,000 or more|0
12961|$50,000 under $75,000|0
12965|$200,000 or more|0
12966|$200,000 or more|0
12967|$200,000 or more|0
12969|$200,000 or more|0
12970|$200,000 or more|0
12970|$75,000 under $100,000|0
12974|$200,000 or more|0
12978|$100,000 under $200,000|0
12978|$200,000 or more|0
12980|$200,000 or more|0
12981|$200,000 or more|0
12985|$200,000 or more|0
12987|$200,000 or more|0
12987|$25,000 under $50,000|0
12987|$75,000 under $100,000|0
12989|$200,000 or more|0
12993|$200,000 or more|0
12997|$200,000 or more|0
12998|$100,000 under $200,000|0
12998|$200,000 or more|0
13028|$200,000 or more|0
13040|$200,000 or more|0
13042|$200,000 or more|0
13052|$200,000 or more|0
13054|$200,000 or more|0
13061|$200,000 or more|0
13071|$200,000 or more|0
13072|$200,000 or more|0
13074|$200,000 or more|0
13076|$200,000 or more|0
13083|$200,000 or more|0
13092|$200,000 or more|0
13101|$200,000 or more|0
13103|$100,000 under $200,000|0
13103|$200,000 or more|0
13103|$75,000 under $100,000|0
13111|$200,000 or more|0
13120|$200,000 or more|0
13131|$200,000 or more|0
13136|$100,000 under $200,000|0
13136|$200,000 or more|0
13140|$200,000 or more|0
13141|$200,000 or more|0
13143|$200,000 or more|0
13144|$200,000 or more|0
13145|$200,000 or more|0
13146|$200,000 or more|0
13147|$200,000 or more|0
13155|$200,000 or more|0
13156|$200,000 or more|0
13158|$200,000 or more|0
13211|$200,000 or more|0
13302|$200,000 or more|0
13303|$200,000 or more|0
13308|$200,000 or more|0
13310|$200,000 or more|0
13314|$100,000 under $200,000|0
13314|$200,000 or more|0
13315|$200,000 or more|0
13318|$200,000 or more|0
13319|$200,000 or more|0
13322|$200,000 or more|0
13324|$200,000 or more|0
13325|$200,000 or more|0
13327|$200,000 or more|0
13328|$200,000 or more|0
13329|$200,000 or more|0
13331|$200,000 or more|0
13331|$75,000 under $100,000|0
13332|$200,000 or more|0
13334|$200,000 or more|0
13335|$200,000 or more|0
13338|$200,000 or more|0
13343|$200,000 or more|0
13348|$200,000 or more|0
13355|$200,000 or more|0
13360|$200,000 or more|0
13360|$75,000 under $100,000|0
13361|$200,000 or more|0
13368|$200,000 or more|0
13402|$200,000 or more|0
13406|$200,000 or more|0
13407|$200,000 or more|0
13408|$200,000 or more|0
13409|$200,000 or more|0
13411|$200,000 or more|0
13416|$200,000 or more|0
13425|$200,000 or more|0
13428|$200,000 or more|0
13433|$200,000 or more|0
13437|$100,000 under $200,000|0
13437|$200,000 or more|0
13450|$100,000 under $200,000|0
13450|$200,000 or more|0
13452|$200,000 or more|0
13454|$200,000 or more|0
13459|$200,000 or more|0
13464|$200,000 or more|0
13468|$200,000 or more|0
13469|$200,000 or more|0
13470|$200,000 or more|0
13471|$200,000 or more|0
13473|$200,000 or more|0
13477|$200,000 or more|0
13478|$200,000 or more|0
13483|$100,000 under $200,000|0
13483|$200,000 or more|0
13483|$50,000 under $75,000|0
13485|$200,000 or more|0
13486|$200,000 or more|0
13488|$100,000 under $200,000|0
13488|$200,000 or more|0
13489|$200,000 or more|0
13490|$200,000 or more|0
13493|$200,000 or more|0
13494|$100,000 under $200,000|0
13494|$200,000 or more|0
13495|$200,000 or more|0
13603|$200,000 or more|0
13608|$200,000 or more|0
13612|$200,000 or more|0
13613|$200,000 or more|0
13614|$100,000 under $200,000|0
13614|$200,000 or more|0
13614|$75,000 under $100,000|0
13616|$200,000 or more|0
13620|$200,000 or more|0
13621|$200,000 or more|0
13625|$200,000 or more|0
13626|$200,000 or more|0
13630|$200,000 or more|0
13635|$200,000 or more|0
13636|$100,000 under $200,000|0
13636|$200,000 or more|0
13637|$200,000 or more|0
13638|$100,000 under $200,000|0
13638|$200,000 or more|0
13646|$200,000 or more|0
13648|$200,000 or more|0
13650|$200,000 or more|0
13652|$200,000 or more|0
13654|$200,000 or more|0
13655|$200,000 or more|0
13656|$200,000 or more|0
13658|$200,000 or more|0
13659|$200,000 or more|0
13660|$200,000 or more|0
13661|$200,000 or more|0
13664|$200,000 or more|0
13665|$200,000 or more|0
13667|$200,000 or more|0
13668|$200,000 or more|0
13670|$100,000 under $200,000|0
13670|$200,000 or more|0
13672|$200,000 or more|0
13673|$200,000 or more|0
13679|$200,000 or more|0
13680|$200,000 or more|0
13681|$200,000 or more|0
13682|$200,000 or more|0
13684|$200,000 or more|0
13687|$200,000 or more|0
13690|$200,000 or more|0
13691|$200,000 or more|0
13693|$200,000 or more|0
13696|$100,000 under $200,000|0
13696|$200,000 or more|0
13697|$200,000 or more|0
13730|$200,000 or more|0
13734|$200,000 or more|0
13736|$200,000 or more|0
13739|$200,000 or more|0
13740|$200,000 or more|0
13744|$200,000 or more|0
13750|$200,000 or more|0
13751|$100,000 under $200,000|0
13751|$200,000 or more|0
13751|$75,000 under $100,000|0
13752|$200,000 or more|0
13754|$200,000 or more|0
13755|$200,000 or more|0
13756|$100,000 under $200,000|0
13756|$200,000 or more|0
13757|$200,000 or more|0
13775|$200,000 or more|0
13776|$200,000 or more|0
13777|$200,000 or more|0
13780|$200,000 or more|0
13782|$200,000 or more|0
13783|$200,000 or more|0
13786|$200,000 or more|0
13786|$75,000 under $100,000|0
13787|$200,000 or more|0
13788|$200,000 or more|0
13796|$200,000 or more|0
13797|$200,000 or more|0
13801|$200,000 or more|0
13802|$200,000 or more|0
13803|$200,000 or more|0
13804|$200,000 or more|0
13804|$75,000 under $100,000|0
13807|$200,000 or more|0
13808|$200,000 or more|0
13809|$200,000 or more|0
13810|$200,000 or more|0
13812|$200,000 or more|0
13813|$200,000 or more|0
13832|$200,000 or more|0
13832|$75,000 under $100,000|0
13835|$200,000 or more|0
13839|$200,000 or more|0
13841|$200,000 or more|0
13842|$200,000 or more|0
13843|$200,000 or more|0
13844|$200,000 or more|0
13846|$200,000 or more|0
13846|$50,000 under $75,000|0
13861|$200,000 or more|0
13862|$200,000 or more|0
13863|$100,000 under $200,000|0
13863|$200,000 or more|0
13864|$200,000 or more|0
14005|$200,000 or more|0
14008|$200,000 or more|0
14012|$200,000 or more|0
14013|$200,000 or more|0
14024|$200,000 or more|0
14026|$200,000 or more|0
14028|$200,000 or more|0
14030|$200,000 or more|0
14034|$200,000 or more|0
14037|$200,000 or more|0
14040|$200,000 or more|0
14042|$200,000 or more|0
14054|$200,000 or more|0
14055|$200,000 or more|0
14058|$200,000 or more|0
14060|$100,000 under $200,000|0
14060|$200,000 or more|0
14065|$200,000 or more|0
14066|$200,000 or more|0
14069|$200,000 or more|0
14082|$200,000 or more|0
14091|$200,000 or more|0
14101|$200,000 or more|0
14113|$200,000 or more|0
14125|$200,000 or more|0
14129|$200,000 or more|0
14134|$100,000 under $200,000|0
14134|$200,000 or more|0
14138|$200,000 or more|0
14143|$200,000 or more|0
14145|$200,000 or more|0
14167|$200,000 or more|0
14171|$200,000 or more|0
14206|$200,000 or more|0
14207|$200,000 or more|0
14208|$200,000 or more|0
14210|$200,000 or more|0
14211|$200,000 or more|0
14212|$200,000 or more|0
14301|$200,000 or more|0
14303|$200,000 or more|0
14418|$200,000 or more|0
14427|$200,000 or more|0
14441|$200,000 or more|0
14441|$75,000 under $100,000|0
14462|$200,000 or more|0
14466|$200,000 or more|0
14475|$200,000 or more|0
14475|$50,000 under $75,000|0
14476|$200,000 or more|0
14477|$200,000 or more|0
14480|$200,000 or more|0
14481|$200,000 or more|0
14486|$200,000 or more|0
14486|$75,000 under $100,000|0
14504|$200,000 or more|0
14507|$200,000 or more|0
14510|$200,000 or more|0
14517|$200,000 or more|0
14525|$200,000 or more|0
14533|$200,000 or more|0
14536|$200,000 or more|0
14550|$200,000 or more|0
14560|$200,000 or more|0
14571|$200,000 or more|0
14585|$100,000 under $200,000|0
14585|$200,000 or more|0
14591|$200,000 or more|0
14611|$200,000 or more|0
14613|$200,000 or more|0
14621|$200,000 or more|0
14709|$200,000 or more|0
