"Label","Total races tallied:","Total races tallied:!!White alone or in combination with one or more other races","Total races tallied:!!Black or African American alone or in combination with one or more other races","Total races tallied:!!American Indian and Alaska Native alone or in combination with one or more other races","Total races tallied:!!Asian alone or in combination with one or more other races","Total races tallied:!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races","Total races tallied:!!Some Other Race alone or in combination with one or more other races"
"    ZCTA5 11798","16,055","3,233","10,151","331","430","30","1,880"
"ZCTA5 11801","","","","","","",""
"    ZCTA5 11801","40,644","28,914","673","273","8,280","36","2,468"
"ZCTA5 11803","","","","","","",""
"    ZCTA5 11803","28,602","24,724","197","55","3,309","10","307"
"ZCTA5 11804","","","","","","",""
"    ZCTA5 11804","5,065","4,650","24","11","353","1","26"
"ZCTA5 11901","","","","","","",""
"    ZCTA5 11901","28,054","19,685","4,270","429","436","47","3,187"
"ZCTA5 11933","","","","","","",""
"    ZCTA5 11933","6,955","6,190","511","37","73","3","141"
"ZCTA5 11934","","","","","","",""
"    ZCTA5 11934","7,437","6,670","345","43","138","4","237"
"ZCTA5 11935","","","","","","",""
"    ZCTA5 11935","3,326","3,147","68","7","36","0","68"
"ZCTA5 11937","","","","","","",""
"    ZCTA5 11937","15,647","13,024","554","126","267","15","1,661"
"ZCTA5 11939","","","","","","",""
"    ZCTA5 11939","945","898","18","6","11","0","12"
"ZCTA5 11940","","","","","","",""
"    ZCTA5 11940","5,298","4,999","98","36","76","3","86"
"ZCTA5 11941","","","","","","",""
"    ZCTA5 11941","2,012","1,911","34","6","17","2","42"
"ZCTA5 11942","","","","","","",""
"    ZCTA5 11942","4,654","4,341","98","17","65","2","131"
"ZCTA5 11944","","","","","","",""
"    ZCTA5 11944","4,409","3,262","405","35","39","2","666"
"ZCTA5 11946","","","","","","",""
"    ZCTA5 11946","14,316","12,040","282","65","157","36","1,736"
"ZCTA5 11948","","","","","","",""
"    ZCTA5 11948","1,144","1,071","31","4","2","2","34"
"ZCTA5 11949","","","","","","",""
"    ZCTA5 11949","14,784","13,835","315","59","304","11","260"
"ZCTA5 11950","","","","","","",""
"    ZCTA5 11950","17,139","12,767","1,954","501","455","28","1,434"
"ZCTA5 11951","","","","","","",""
"    ZCTA5 11951","14,298","11,371","1,643","189","299","31","765"
"ZCTA5 11952","","","","","","",""
"    ZCTA5 11952","4,715","4,387","101","19","63","3","142"
"ZCTA5 11953","","","","","","",""
"    ZCTA5 11953","13,958","10,727","2,021","218","507","15","470"
"ZCTA5 11954","","","","","","",""
"    ZCTA5 11954","3,372","3,032","110","21","40","3","166"
"ZCTA5 11955","","","","","","",""
"    ZCTA5 11955","3,350","2,979","134","20","107","2","108"
"ZCTA5 11957","","","","","","",""
"    ZCTA5 11957","755","725","14","3","6","0","7"
"ZCTA5 11958","","","","","","",""
"    ZCTA5 11958","638","562","33","3","1","0","39"
"ZCTA5 11961","","","","","","",""
"    ZCTA5 11961","13,036","11,769","739","68","282","10","168"
"ZCTA5 11963","","","","","","",""
"    ZCTA5 11963","6,704","6,130","241","59","115","2","157"
"ZCTA5 11967","","","","","","",""
"    ZCTA5 11967","27,503","22,489","2,302","266","837","36","1,573"
"ZCTA5 11968","","","","","","",""
"    ZCTA5 11968","11,919","9,763","687","730","227","22","490"
"ZCTA5 11971","","","","","","",""
"    ZCTA5 11971","5,890","5,537","62","17","69","23","182"
"ZCTA5 11976","","","","","","",""
"    ZCTA5 11976","1,596","1,492","19","1","36","5","43"
"ZCTA5 11977","","","","","","",""
"    ZCTA5 11977","2,524","2,290","50","17","46","9","112"
"ZCTA5 11978","","","","","","",""
"    ZCTA5 11978","3,334","2,726","217","50","68","13","260"
"ZCTA5 11980","","","","","","",""
"    ZCTA5 11980","5,043","4,414","432","18","96","0","83"
"ZCTA5 12008","","","","","","",""
"    ZCTA5 12008","501","494","2","0","4","0","1"
"ZCTA5 12009","","","","","","",""
"    ZCTA5 12009","7,270","6,900","123","31","145","1","70"
"ZCTA5 12010","","","","","","",""
"    ZCTA5 12010","29,750","25,586","1,178","274","305","33","2,374"
"ZCTA5 12015","","","","","","",""
"    ZCTA5 12015","3,041","2,899","66","8","36","3","29"
"ZCTA5 12017","","","","","","",""
"    ZCTA5 12017","442","420","4","2","13","0","3"
"ZCTA5 12018","","","","","","",""
"    ZCTA5 12018","8,041","7,848","75","47","44","6","21"
"ZCTA5 12019","","","","","","",""
"    ZCTA5 12019","14,906","14,320","161","70","274","1","80"
"ZCTA5 12020","","","","","","",""
"    ZCTA5 12020","31,811","30,317","597","214","460","42","181"
"ZCTA5 12023","","","","","","",""
"    ZCTA5 12023","2,218","2,173","20","5","13","0","7"
"ZCTA5 12025","","","","","","",""
"    ZCTA5 12025","5,562","5,413","54","42","35","2","16"
"ZCTA5 12027","","","","","","",""
"    ZCTA5 12027","3,903","3,823","20","17","31","1","11"
"ZCTA5 12029","","","","","","",""
"    ZCTA5 12029","1,134","1,033","77","4","8","2","10"
"ZCTA5 12033","","","","","","",""
"    ZCTA5 12033","7,947","7,684","110","28","73","1","51"
"ZCTA5 12037","","","","","","",""
"    ZCTA5 12037","4,134","3,803","164","43","62","3","59"
"ZCTA5 12042","","","","","","",""
"    ZCTA5 12042","277","266","7","0","1","0","3"
"ZCTA5 12043","","","","","","",""
"    ZCTA5 12043","8,668","8,047","293","82","141","9","96"
"ZCTA5 12047","","","","","","",""
"    ZCTA5 12047","20,242","18,160","1,119","162","534","21","246"
"ZCTA5 12051","","","","","","",""
"    ZCTA5 12051","7,148","5,015","1,803","63","68","5","194"
"ZCTA5 12053","","","","","","",""
"    ZCTA5 12053","4,644","4,538","36","26","28","0","16"
"ZCTA5 12054","","","","","","",""
"    ZCTA5 12054","17,223","16,056","415","83","552","10","107"
"ZCTA5 12056","","","","","","",""
"    ZCTA5 12056","2,325","2,259","20","15","21","0","10"
"ZCTA5 12058","","","","","","",""
"    ZCTA5 12058","1,469","1,420","19","13","13","1","3"
"ZCTA5 12059","","","","","","",""
"    ZCTA5 12059","1,649","1,619","14","9","6","0","1"
"ZCTA5 12061","","","","","","",""
"    ZCTA5 12061","9,199","8,456","289","34","348","9","63"
"ZCTA5 12062","","","","","","",""
"    ZCTA5 12062","1,793","1,699","20","14","46","1","13"
"ZCTA5 12063","","","","","","",""
"    ZCTA5 12063","454","425","15","3","11","0","0"
"ZCTA5 12064","","","","","","",""
"    ZCTA5 12064","571","540","9","4","6","0","12"
"ZCTA5 12065","","","","","","",""
"    ZCTA5 12065","42,668","38,470","1,240","239","2,250","33","436"
"ZCTA5 12066","","","","","","",""
"    ZCTA5 12066","2,185","2,109","30","20","12","1","13"
"ZCTA5 12067","","","","","","",""
"    ZCTA5 12067","1,528","1,465","21","13","19","0","10"
"ZCTA5 12068","","","","","","",""
"    ZCTA5 12068","3,222","3,156","19","18","24","0","5"
"ZCTA5 12070","","","","","","",""
"    ZCTA5 12070","1,421","1,373","10","6","16","0","16"
"ZCTA5 12074","","","","","","",""
"    ZCTA5 12074","2,987","2,924","24","19","7","1","12"
"ZCTA5 12075","","","","","","",""
"    ZCTA5 12075","3,460","3,320","48","14","40","1","37"
"ZCTA5 12077","","","","","","",""
"    ZCTA5 12077","6,333","5,619","364","25","286","4","35"
"ZCTA5 12078","","","","","","",""
"    ZCTA5 12078","24,209","22,940","706","166","166","31","200"
"ZCTA5 12083","","","","","","",""
"    ZCTA5 12083","3,855","3,719","46","37","40","0","13"
"ZCTA5 12084","","","","","","",""
"    ZCTA5 12084","4,375","3,085","271","18","942","4","55"
"ZCTA5 12086","","","","","","",""
"    ZCTA5 12086","1,881","1,816","20","9","2","3","31"
"ZCTA5 12090","","","","","","",""
"    ZCTA5 12090","6,352","6,155","65","43","53","5","31"
"ZCTA5 12093","","","","","","",""
"    ZCTA5 12093","1,689","1,638","28","16","3","0","4"
"ZCTA5 12094","","","","","","",""
"    ZCTA5 12094","2,305","2,243","11","36","8","2","5"
"ZCTA5 12095","","","","","","",""
"    ZCTA5 12095","12,796","11,858","565","55","181","19","118"
"ZCTA5 12106","","","","","","",""
"    ZCTA5 12106","2,227","2,148","22","13","32","3","9"
"ZCTA5 12110","","","","","","",""
"    ZCTA5 12110","22,336","18,818","1,375","125","1,713","16","289"
